Location,MinTemp,MaxTemp,Rainfall,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Temp9am,Temp3pm,RainToday,RainTomorrow,Latitude,Longitude,State,Day,Month,Year,RainfallTomorrow
AliceSprings,20.6,39.7,0.0,ESE,48.0,E,SSE,33.0,19.0,12.0,7.0,1004.8,1001.7,32.8,37.6,No,No,-23.7,133.8667,Northern Territory,31,1,2014,0.0
Hobart,2.5,15.7,1.2,SSW,44.0,N,W,17.0,11.0,52.0,63.0,1016.7,1017.3,9.9,12.8,Yes,Yes,-42.8806,147.325,Tasmania,2,9,2010,2.8
Brisbane,9.9,25.1,0.0,WNW,22.0,SW,WNW,6.0,11.0,50.0,29.0,1017.4,1013.0,18.0,24.5,No,No,-27.4678,153.0281,Queensland,10,5,2015,0.0
PearceRAAF,10.6,16.9,6.4,ENE,39.0,ENE,ENE,24.0,15.0,72.0,59.0,1019.1,1015.8,12.4,16.7,Yes,No,-31.6722,116.0318,Western Australia,12,7,2011,0.0
GoldCoast,14.8,22.3,0.6,ESE,52.0,WSW,S,13.0,15.0,92.0,67.0,1025.5,1022.4,16.5,19.2,No,Yes,-28.0167,153.4,Queensland,29,7,2013,4.6
Wollongong,16.2,30.0,0.2,NNW,80.0,NW,NNW,31.0,35.0,53.0,33.0,1001.4,997.0,23.6,29.1,No,Yes,-34.4331,150.8831,New South Wales,22,9,2009,7.8
Williamtown,9.0,16.7,18.8,S,48.0,WSW,SSW,15.0,30.0,97.0,67.0,1018.5,1018.1,9.7,15.1,Yes,Yes,-32.80899676,151.8389966,New South Wales,17,7,2009,1.2
Adelaide,19.6,29.8,0.0,N,48.0,NNE,N,19.0,15.0,35.0,24.0,1023.3,1021.4,25.0,28.9,No,No,-34.9289,138.6011,South Australia,9,5,2013,0.0
MountGambier,3.5,15.9,0.8,NNW,37.0,N,W,13.0,13.0,95.0,66.0,1022.4,1019.3,8.7,15.4,No,Yes,-37.8294,140.7828,South Australia,15,9,2011,1.4
Witchcliffe,16.1,19.1,13.0,SSW,43.0,SSW,SSW,19.0,19.0,99.0,97.0,1012.9,1012.9,17.4,18.0,Yes,Yes,-34.026,115.1,Western Australia,23,3,2017,3.4
Hobart,2.6,14.1,0.0,NW,50.0,N,N,28.0,19.0,72.0,49.0,1027.1,1024.2,6.7,13.7,No,No,-42.8806,147.325,Tasmania,3,8,2014,0.2
AliceSprings,14.5,33.3,0.0,SE,33.0,E,SE,19.0,13.0,39.0,20.0,1020.4,1015.7,21.6,31.9,No,No,-23.7,133.8667,Northern Territory,9,4,2016,0.0
Moree,10.6,23.8,0.0,NE,39.0,E,E,17.0,15.0,62.0,32.0,1030.5,1026.5,16.2,23.4,No,No,-29.465,149.8344,New South Wales,29,5,2013,0.0
PerthAirport,15.7,30.0,12.6,E,72.0,SSE,SSE,17.0,20.0,68.0,39.0,1016.8,1013.9,19.5,28.0,Yes,No,-31.9522,115.8589,Western Australia,19,1,2009,0.0
Melbourne,9.9,19.3,22.2,SW,52.0,SW,SW,37.0,33.0,61.0,44.0,1003.9,1005.1,14.2,17.9,Yes,No,-37.8136,144.9631,Victoria,20,12,2010,0.0
MountGinini,10.5,19.6,0.0,E,39.0,SE,E,6.0,7.0,78.0,61.0,1017.4,1015.0,15.4,18.4,No,Yes,-35.5333,148.7833,New South Wales,20,2,2015,4.8
Mildura,5.7,18.7,0.0,SE,19.0,S,SE,6.0,7.0,99.0,54.0,1031.5,1029.2,8.1,17.9,No,No,-34.1889,142.1583,Victoria,13,6,2017,0.2
Melbourne,8.3,16.6,5.2,N,50.0,N,NNW,28.0,19.0,75.0,55.0,1019.5,1016.6,10.2,15.8,Yes,No,-37.8136,144.9631,Victoria,5,8,2009,0.0
Ballarat,14.0,26.1,1.6,S,48.0,S,S,15.0,24.0,100.0,44.0,1019.8,1020.6,14.2,24.0,Yes,No,-37.55,143.85,Victoria,8,2,2015,0.0
Dartmoor,7.9,19.0,0.2,WSW,50.0,NW,W,13.0,24.0,100.0,78.0,1022.0,1020.5,11.7,16.6,No,Yes,-37.9333296,141.2833322,Victoria,28,4,2012,1.6
Sydney,20.4,29.7,0.0,NE,48.0,NE,ENE,2.0,17.0,63.0,59.0,1015.9,1012.2,26.4,28.1,No,No,-33.865,151.2094,New South Wales,28,1,2017,0.0
GoldCoast,23.6,31.6,0.0,NE,37.0,N,ENE,11.0,17.0,59.0,77.0,1009.0,1006.5,30.1,29.3,No,No,-28.0167,153.4,Queensland,17,1,2015,0.0
Ballarat,5.7,16.4,0.0,WNW,39.0,NW,W,20.0,22.0,56.0,51.0,1018.6,1015.6,12.1,14.9,No,Yes,-37.55,143.85,Victoria,8,4,2012,1.6
BadgerysCreek,8.5,19.8,0.0,SW,20.0,SW,S,15.0,2.0,80.0,62.0,1027.4,1024.5,13.7,18.6,No,No,-37.7,145.5167,Victoria,12,5,2017,0.0
Nuriootpa,12.9,30.0,0.0,ESE,37.0,ENE,E,19.0,13.0,37.0,12.0,1018.2,1015.9,16.7,28.6,No,No,-34.4667,138.9833,South Australia,25,2,2009,0.0
PerthAirport,15.4,29.6,0.0,E,63.0,ENE,SSE,39.0,11.0,45.0,24.0,1017.6,1013.4,20.5,29.4,No,No,-31.9522,115.8589,Western Australia,6,2,2012,0.0
Bendigo,7.9,31.4,0.0,N,44.0,N,NW,7.0,26.0,42.0,12.0,1030.3,1022.9,18.7,31.1,No,No,-36.75,144.2667,Victoria,3,10,2015,0.0
SydneyAirport,17.4,19.0,37.8,S,56.0,S,S,31.0,30.0,93.0,82.0,1007.1,1006.5,17.7,18.7,Yes,Yes,-33.865,151.2094,New South Wales,12,12,2011,4.2
Watsonia,0.0,11.5,0.4,WSW,22.0,ENE,SW,11.0,9.0,99.0,89.0,1023.9,1023.8,3.1,8.9,No,Yes,-37.711,145.083,Victoria,20,7,2010,6.4
CoffsHarbour,12.8,27.0,0.0,NNE,46.0,SE,NE,13.0,24.0,70.0,64.0,1015.5,1012.1,20.4,25.1,No,No,-30.3022,153.1189,New South Wales,4,11,2016,0.0
Darwin,18.7,33.5,0.0,ESE,41.0,SSE,ESE,15.0,22.0,71.0,32.0,1014.0,1009.7,25.1,32.3,No,No,-12.4381,130.8411,Northern Territory,16,7,2008,0.0
CoffsHarbour,17.5,27.4,0.0,E,31.0,E,E,11.0,19.0,67.0,63.0,1014.5,1014.3,24.8,26.0,No,No,-30.3022,153.1189,New South Wales,12,1,2009,0.0
Adelaide,13.9,25.0,0.0,NE,35.0,NE,NE,19.0,17.0,42.0,36.0,1022.6,1017.1,19.3,24.8,No,No,-34.9289,138.6011,South Australia,8,9,2013,0.0
Hobart,5.9,14.4,4.8,SW,46.0,W,SW,13.0,19.0,58.0,45.0,1021.5,1022.3,9.1,12.3,Yes,No,-42.8806,147.325,Tasmania,29,4,2012,0.0
Walpole,19.6,28.9,0.0,E,37.0,E,SE,15.0,17.0,71.0,71.0,1011.0,1007.9,23.0,25.1,No,Yes,-34.97,116.728,Western Australia,27,2,2011,2.8
CoffsHarbour,20.9,29.0,2.2,NE,33.0,SSW,ENE,9.0,19.0,91.0,67.0,1012.7,1010.6,22.9,28.1,Yes,Yes,-30.3022,153.1189,New South Wales,25,1,2013,5.8
Cairns,22.7,32.8,0.0,E,35.0,SSE,ESE,17.0,20.0,62.0,52.0,1014.2,1011.3,29.4,30.8,No,No,-16.9303,145.7703,Queensland,1,12,2015,0.0
Melbourne,16.4,30.1,0.0,NNW,52.0,N,NW,28.0,26.0,58.0,31.0,1020.1,1016.5,21.7,29.5,No,No,-37.8136,144.9631,Victoria,22,4,2010,0.0
WaggaWagga,-0.8,15.9,0.0,SE,35.0,NNW,SSW,2.0,17.0,87.0,45.0,1026.7,1023.8,4.9,15.3,No,No,-35.1189,147.3689,New South Wales,11,8,2012,0.0
Dartmoor,11.1,15.4,4.8,SW,63.0,SW,SW,22.0,30.0,83.0,55.0,1022.3,1025.3,12.8,14.1,Yes,Yes,-37.9333296,141.2833322,Victoria,9,4,2012,1.8
PearceRAAF,13.5,37.4,0.0,NE,57.0,NE,ENE,28.0,13.0,16.0,10.0,1013.6,1008.5,28.3,36.5,No,No,-31.6722,116.0318,Western Australia,14,11,2016,0.0
PearceRAAF,14.1,21.6,2.8,WNW,46.0,WNW,W,24.0,30.0,76.0,65.0,1006.7,1007.9,18.1,19.1,Yes,No,-31.6722,116.0318,Western Australia,18,9,2012,0.8
Penrith,9.4,23.0,0.0,NNW,15.0,SSW,WSW,2.0,4.0,67.0,46.0,1017.4,1015.0,15.9,22.3,No,No,-33.7511,150.6942,New South Wales,2,5,2016,0.0
SalmonGums,7.6,22.8,3.8,WNW,35.0,W,NNW,17.0,19.0,65.0,20.0,1017.4,1015.0,14.1,22.4,Yes,No,-32.9747,121.638,Western Australia,17,9,2011,0.0
MountGambier,10.2,12.5,25.2,SSW,52.0,SE,SE,20.0,26.0,96.0,96.0,1011.5,1005.7,10.3,11.1,Yes,Yes,-37.8294,140.7828,South Australia,22,10,2013,36.8
SalmonGums,8.6,28.8,0.0,SSE,41.0,ENE,SE,11.0,11.0,61.0,26.0,1017.4,1015.0,19.3,27.8,No,No,-32.9747,121.638,Western Australia,6,3,2015,0.0
PerthAirport,7.2,23.0,0.0,W,41.0,SSW,W,22.0,28.0,39.0,41.0,1018.5,1015.6,19.9,21.2,No,No,-31.9522,115.8589,Western Australia,6,11,2010,0.0
Katherine,11.5,30.8,0.0,ESE,30.0,ESE,ESE,15.0,17.0,41.0,20.0,1018.6,1014.0,19.3,30.5,No,No,-14.4667,132.2667,Northern Territory,20,7,2014,0.0
Portland,14.5,22.4,0.0,ESE,48.0,E,ESE,15.0,30.0,74.0,62.0,1021.6,1018.9,17.4,21.5,No,No,-38.3333,141.6,Victoria,15,3,2016,0.0
Woomera,13.2,26.6,0.0,SSW,41.0,SSE,SSW,20.0,24.0,58.0,25.0,1024.4,1021.7,18.2,25.9,No,No,-31.2,136.81,South Australia,10,4,2016,0.0
Uluru,11.7,31.5,0.0,NE,41.0,E,W,24.0,13.0,31.0,17.0,1015.7,1011.3,19.6,29.7,No,No,-25.344,131.035,Northern Territory,10,9,2013,0.0
Wollongong,9.1,18.2,0.0,NNW,56.0,NNW,NNE,30.0,20.0,53.0,51.0,1020.0,1011.4,14.2,17.7,No,Yes,-34.4331,150.8831,New South Wales,18,8,2010,4.2
Portland,10.5,27.2,0.0,NNE,35.0,NE,NNE,17.0,20.0,80.0,42.0,1013.8,1008.4,17.0,25.9,No,No,-38.3333,141.6,Victoria,14,12,2010,0.4
MelbourneAirport,13.1,34.2,0.0,N,52.0,N,NNW,31.0,26.0,27.0,14.0,1017.1,1013.3,23.8,33.6,No,No,-37.8136,144.9631,Victoria,9,11,2015,0.0
SydneyAirport,21.4,30.8,0.0,NE,63.0,NNE,NE,11.0,31.0,61.0,46.0,1016.6,1013.9,25.6,29.6,No,No,-33.865,151.2094,New South Wales,17,1,2014,0.0
Wollongong,18.0,22.9,0.0,SSE,35.0,S,SE,19.0,19.0,76.0,73.0,1008.1,1008.2,20.9,21.2,No,No,-34.4331,150.8831,New South Wales,18,1,2011,0.0
WaggaWagga,7.9,26.2,0.0,ENE,30.0,ENE,W,19.0,6.0,61.0,25.0,1014.1,1010.4,17.0,25.4,No,No,-35.1189,147.3689,New South Wales,17,11,2012,0.0
Nhil,9.9,20.7,0.0,SW,50.0,SW,SW,19.0,22.0,67.0,43.0,1013.2,1012.8,13.4,18.0,No,No,-36.3333,141.65,Victoria,18,2,2017,0.0
Melbourne,11.2,21.4,0.0,N,41.0,NNE,N,9.0,28.0,80.0,42.0,1026.3,1021.5,12.1,20.5,No,No,-37.8136,144.9631,Victoria,30,8,2014,0.0
Townsville,17.5,26.3,0.0,E,39.0,SSE,ESE,17.0,24.0,60.0,51.0,1020.7,1018.4,20.9,24.6,No,No,-19.2564,146.8183,Queensland,10,9,2012,0.0
Launceston,7.8,21.8,0.0,NW,35.0,W,NNE,6.0,9.0,51.0,33.0,1014.5,1014.3,13.7,20.4,No,No,-41.4419,147.145,Tasmania,2,1,2013,0.0
Canberra,2.7,14.3,0.0,NNW,39.0,NNW,WNW,28.0,26.0,66.0,37.0,1019.0,1018.1,8.4,13.4,No,No,-35.2931,149.1269,Australian Capital Territory,26,8,2012,0.0
Mildura,19.0,27.2,11.4,NNE,30.0,NNW,W,4.0,9.0,95.0,59.0,1016.3,1015.5,19.6,26.4,Yes,No,-34.1889,142.1583,Victoria,29,3,2010,0.0
WaggaWagga,-1.9,14.3,0.0,E,24.0,ENE,SW,11.0,9.0,67.0,43.0,1034.2,1031.8,6.1,13.8,No,No,-35.1189,147.3689,New South Wales,13,8,2014,0.0
Portland,11.9,32.8,0.0,NW,31.0,N,W,19.0,19.0,57.0,23.0,1015.8,1014.1,21.9,32.5,No,No,-38.3333,141.6,Victoria,27,1,2014,0.0
Townsville,24.3,30.0,0.0,E,37.0,ENE,NE,24.0,22.0,59.0,53.0,1017.7,1015.1,27.3,28.5,No,No,-19.2564,146.8183,Queensland,30,10,2015,0.0
Portland,3.7,17.6,0.2,N,19.0,NNE,S,9.0,11.0,85.0,59.0,1030.0,1027.4,9.6,16.1,No,No,-38.3333,141.6,Victoria,6,9,2014,0.0
SydneyAirport,20.7,28.5,0.6,W,46.0,ENE,E,19.0,20.0,63.0,51.0,1007.5,1004.1,24.6,26.7,No,Yes,-33.865,151.2094,New South Wales,6,12,2014,17.0
Richmond,18.5,26.1,0.0,SE,30.0,SSE,SE,6.0,22.0,57.0,51.0,1024.9,1022.8,21.7,25.4,No,No,-33.5983,150.7511,New South Wales,9,2,2011,0.0
WaggaWagga,5.2,11.9,4.2,WNW,30.0,N,WNW,9.0,17.0,91.0,80.0,1008.3,1007.3,9.2,11.4,Yes,Yes,-35.1189,147.3689,New South Wales,7,6,2009,8.2
CoffsHarbour,22.3,30.1,0.0,NE,48.0,N,NE,17.0,33.0,70.0,68.0,1016.8,1015.6,26.8,28.7,No,No,-30.3022,153.1189,New South Wales,29,1,2017,0.0
Nuriootpa,3.1,13.1,2.2,SW,44.0,E,SSW,2.0,26.0,89.0,77.0,1028.0,1028.3,8.1,10.3,Yes,No,-34.4667,138.9833,South Australia,9,8,2012,0.2
Witchcliffe,4.2,19.2,0.0,N,24.0,NNE,NNE,11.0,13.0,63.0,66.0,1023.1,1021.0,13.3,18.4,No,No,-34.026,115.1,Western Australia,12,6,2010,0.0
Perth,7.3,21.1,0.0,SSW,35.0,E,SW,6.0,17.0,55.0,44.0,1022.9,1020.7,17.1,20.5,No,No,-31.9522,115.8589,Western Australia,3,10,2010,0.0
Woomera,11.6,23.2,0.0,SW,59.0,SSW,SW,35.0,39.0,55.0,26.0,1017.5,1015.9,17.1,21.9,No,No,-31.2,136.81,South Australia,15,9,2014,0.0
MountGambier,12.7,18.1,5.4,N,41.0,NNE,N,22.0,11.0,92.0,68.0,1004.5,1000.8,13.5,16.2,Yes,Yes,-37.8294,140.7828,South Australia,22,5,2011,5.8
Melbourne,16.0,18.0,0.0,SSW,26.0,ESE,S,9.0,13.0,76.0,81.0,1009.5,1008.1,16.5,17.6,No,No,-37.8136,144.9631,Victoria,28,2,2011,0.2
Portland,10.6,15.7,8.8,W,46.0,WSW,W,28.0,28.0,68.0,72.0,1015.9,1017.2,12.9,14.4,Yes,No,-38.3333,141.6,Victoria,24,5,2017,0.4
Darwin,21.5,31.2,21.8,SE,80.0,NE,ENE,15.0,15.0,96.0,61.0,1012.8,1008.7,22.4,30.6,Yes,Yes,-12.4381,130.8411,Northern Territory,24,10,2011,3.8
NorfolkIsland,17.0,22.8,0.4,SSE,48.0,SSE,SSE,19.0,24.0,58.0,54.0,1018.3,1017.2,20.7,21.3,No,No,-29.0257,167.9416,Tasmania,4,3,2014,0.2
Witchcliffe,9.6,17.2,5.8,SW,44.0,SW,SSW,19.0,19.0,61.0,62.0,1022.1,1021.7,15.2,16.4,Yes,Yes,-34.026,115.1,Western Australia,28,5,2014,2.4
Cobar,22.3,36.6,0.0,SSW,57.0,NE,N,20.0,11.0,48.0,24.0,1019.1,1015.7,26.1,34.8,No,No,-31.4997,145.8319,New South Wales,14,2,2015,0.2
Townsville,21.2,29.5,0.0,NE,46.0,SE,ENE,13.0,33.0,54.0,45.0,1018.2,1014.6,25.4,28.2,No,No,-19.2564,146.8183,Queensland,5,10,2016,0.0
NorfolkIsland,14.5,20.9,0.0,WNW,26.0,WSW,WSW,13.0,17.0,64.0,64.0,1016.3,1014.3,19.4,20.0,No,No,-29.0257,167.9416,Tasmania,3,10,2016,0.0
Mildura,17.5,29.3,0.0,SW,48.0,SW,WSW,22.0,20.0,59.0,21.0,1010.7,1010.1,19.6,27.3,No,No,-34.1889,142.1583,Victoria,20,12,2016,0.0
Portland,15.3,20.4,0.0,SSE,43.0,SSE,SSE,19.0,20.0,64.0,58.0,1021.7,1022.0,16.2,18.6,No,No,-38.3333,141.6,Victoria,4,2,2016,0.2
Cobar,11.1,26.6,0.0,WSW,37.0,S,WSW,13.0,20.0,29.0,16.0,1018.0,1015.4,17.5,24.9,No,No,-31.4997,145.8319,New South Wales,28,10,2014,0.0
Bendigo,3.2,12.1,0.0,SW,31.0,W,SW,13.0,13.0,78.0,59.0,1022.3,1021.2,6.4,11.2,No,No,-36.75,144.2667,Victoria,5,7,2009,0.0
Dartmoor,8.8,16.0,0.0,WNW,43.0,NW,NW,19.0,31.0,81.0,65.0,1016.9,1016.8,12.2,15.0,No,No,-37.9333296,141.2833322,Victoria,11,9,2010,0.0
Nuriootpa,7.6,21.7,0.0,SE,39.0,NE,ESE,6.0,17.0,85.0,42.0,1021.1,1019.6,13.7,21.2,No,No,-34.4667,138.9833,South Australia,17,3,2012,0.0
Melbourne,22.6,25.5,2.8,N,65.0,N,WNW,37.0,20.0,67.0,69.0,1003.4,1003.8,25.3,23.3,Yes,Yes,-37.8136,144.9631,Victoria,8,12,2010,28.8
Watsonia,4.1,19.7,0.2,NNW,24.0,ENE,NNE,11.0,13.0,100.0,45.0,1030.3,1024.6,7.3,19.0,No,No,-37.711,145.083,Victoria,18,5,2015,0.0
Portland,14.6,29.1,0.0,ESE,31.0,ESE,E,15.0,20.0,95.0,32.0,1019.9,1018.7,18.8,27.6,No,No,-38.3333,141.6,Victoria,9,2,2010,0.0
Albury,16.2,33.9,0.0,WSW,35.0,SE,WSW,9.0,13.0,45.0,19.0,1010.9,1007.6,23.2,33.0,No,No,-36.0806,146.9158,New South Wales,26,12,2008,0.0
Cairns,23.1,35.3,0.0,N,31.0,SSE,N,11.0,15.0,43.0,41.0,1009.5,1005.7,32.1,32.6,No,No,-16.9303,145.7703,Queensland,5,1,2016,0.0
Cobar,17.0,33.7,0.0,SSW,33.0,ESE,SSW,17.0,20.0,14.0,4.0,1016.3,1013.3,25.2,32.5,No,No,-31.4997,145.8319,New South Wales,15,12,2013,0.0
NorahHead,16.4,21.1,0.0,ESE,52.0,ESE,SE,28.0,28.0,62.0,55.0,1030.6,1031.2,18.5,19.9,No,Yes,-33.281,151.5791,New South Wales,10,10,2010,1.4
CoffsHarbour,12.9,23.5,0.0,SSE,24.0,SW,E,7.0,13.0,65.0,46.0,1023.5,1021.2,22.0,23.0,No,No,-30.3022,153.1189,New South Wales,26,4,2013,0.0
Hobart,5.8,12.9,8.6,WSW,67.0,WSW,SW,26.0,31.0,64.0,66.0,1003.4,1007.7,7.6,8.7,Yes,No,-42.8806,147.325,Tasmania,24,10,2013,0.8
Brisbane,18.3,27.4,0.2,SE,33.0,S,ESE,4.0,13.0,61.0,88.0,1017.0,1015.8,25.4,19.2,No,Yes,-27.4678,153.0281,Queensland,28,10,2010,26.8
Richmond,14.1,25.7,2.0,ESE,35.0,S,ESE,11.0,22.0,74.0,49.0,1020.1,1017.8,20.8,23.8,Yes,No,-33.5983,150.7511,New South Wales,24,12,2015,0.0
Melbourne,16.4,23.1,0.0,SSW,35.0,SSW,SSE,13.0,19.0,52.0,44.0,1022.4,1021.1,18.4,21.9,No,No,-37.8136,144.9631,Victoria,28,1,2011,0.0
Brisbane,24.9,33.8,0.0,E,33.0,SE,ENE,7.0,15.0,63.0,57.0,1008.1,1005.5,28.9,30.5,No,No,-27.4678,153.0281,Queensland,17,2,2016,0.0
Melbourne,8.5,15.1,0.0,SSE,33.0,SSW,S,9.0,20.0,77.0,55.0,1030.5,1027.7,9.2,12.3,No,No,-37.8136,144.9631,Victoria,31,7,2012,0.0
Moree,14.0,30.6,0.0,NE,44.0,ESE,ESE,13.0,13.0,54.0,26.0,1021.5,1017.6,19.5,29.0,No,No,-29.465,149.8344,New South Wales,28,3,2009,0.0
BadgerysCreek,11.9,21.7,0.0,WNW,70.0,WNW,W,22.0,31.0,36.0,46.0,1000.8,1001.1,19.1,16.5,No,Yes,-37.7,145.5167,Victoria,14,10,2009,1.8
Witchcliffe,12.2,23.6,0.0,SE,54.0,SE,SE,24.0,30.0,53.0,53.0,1016.4,1014.1,20.3,21.6,No,No,-34.026,115.1,Western Australia,16,12,2010,0.0
BadgerysCreek,7.3,16.3,0.0,WSW,13.0,SW,ENE,7.0,7.0,92.0,67.0,1034.1,1031.6,9.8,14.9,No,No,-37.7,145.5167,Victoria,10,7,2013,0.0
Portland,9.0,17.8,0.0,WSW,33.0,WSW,WSW,17.0,20.0,50.0,46.0,1019.6,1019.1,12.8,16.6,No,No,-38.3333,141.6,Victoria,12,12,2015,0.0
Portland,9.9,15.4,1.2,W,57.0,WSW,WSW,33.0,30.0,77.0,60.0,1019.3,1022.5,12.0,14.4,Yes,No,-38.3333,141.6,Victoria,9,11,2012,0.8
Townsville,14.0,27.3,0.0,NE,30.0,SE,NE,7.0,20.0,72.0,55.0,1019.4,1015.2,22.3,25.5,No,No,-19.2564,146.8183,Queensland,12,8,2009,0.0
Ballarat,6.2,10.5,0.0,SW,43.0,SW,WSW,15.0,22.0,93.0,75.0,1019.1,1020.6,7.9,8.3,No,No,-37.55,143.85,Victoria,29,8,2011,0.6
Albury,16.7,32.0,0.0,WSW,44.0,ESE,SSE,6.0,7.0,64.0,48.0,1003.2,1000.0,21.9,28.2,No,Yes,-36.0806,146.9158,New South Wales,13,1,2017,14.2
Perth,7.1,15.3,0.0,NE,35.0,NE,NE,13.0,9.0,57.0,51.0,1026.5,1022.9,13.2,15.1,No,No,-31.9522,115.8589,Western Australia,25,6,2012,0.0
Watsonia,17.5,22.4,9.0,WSW,48.0,WSW,SW,11.0,22.0,100.0,63.0,1001.0,1002.8,18.5,21.7,Yes,No,-37.711,145.083,Victoria,14,1,2015,0.2
Townsville,20.6,29.0,0.0,NE,35.0,SE,NE,9.0,20.0,62.0,58.0,1016.4,1012.8,25.3,27.8,No,No,-19.2564,146.8183,Queensland,28,4,2014,0.0
Sale,2.1,14.6,1.0,WNW,46.0,NW,WNW,11.0,28.0,77.0,62.0,1011.6,1009.8,10.8,13.5,No,Yes,-38.1,147.0667,Victoria,5,7,2014,3.4
Cobar,12.3,28.2,0.0,SSW,26.0,E,SW,9.0,13.0,29.0,15.0,1020.7,1016.9,21.5,27.2,No,No,-31.4997,145.8319,New South Wales,15,4,2017,0.0
PerthAirport,13.1,24.6,0.0,NW,33.0,NNE,W,13.0,19.0,77.0,58.0,1018.5,1017.1,18.3,22.9,No,Yes,-31.9522,115.8589,Western Australia,4,5,2017,7.6
Mildura,17.6,18.9,2.4,SSE,44.0,SE,SE,17.0,22.0,89.0,97.0,1012.4,1008.4,17.6,18.0,Yes,Yes,-34.1889,142.1583,Victoria,29,2,2012,27.2
Launceston,3.9,11.5,5.0,NNW,39.0,NNW,NNW,11.0,20.0,78.0,84.0,996.4,991.6,7.9,8.7,Yes,Yes,-41.4419,147.145,Tasmania,25,8,2010,6.0
Launceston,15.2,18.5,2.4,NNW,31.0,NNW,NNW,15.0,13.0,88.0,84.0,1009.9,1007.4,15.3,16.6,Yes,No,-41.4419,147.145,Tasmania,31,1,2013,0.0
Adelaide,13.2,20.2,0.0,SSE,31.0,S,SSE,9.0,15.0,64.0,51.0,1023.9,1021.3,15.3,19.0,No,No,-34.9289,138.6011,South Australia,25,3,2014,0.6
CoffsHarbour,22.9,28.9,0.4,S,39.0,SSW,S,17.0,22.0,84.0,68.0,1016.0,1015.3,24.6,27.9,No,No,-30.3022,153.1189,New South Wales,27,2,2016,0.0
Launceston,-0.2,14.4,0.2,NNW,11.0,NE,NNW,2.0,6.0,88.0,58.0,1024.8,1020.8,3.6,14.2,No,No,-41.4419,147.145,Tasmania,6,5,2011,0.0
Richmond,5.8,19.6,0.0,ESE,19.0,E,NE,6.0,7.0,74.0,48.0,1030.7,1027.8,12.6,19.0,No,No,-33.5983,150.7511,New South Wales,18,6,2014,0.0
Albury,4.1,12.8,0.2,NW,17.0,SSE,WNW,6.0,7.0,91.0,61.0,1017.7,1012.6,6.4,12.0,No,Yes,-36.0806,146.9158,New South Wales,23,8,2010,1.8
Dartmoor,11.9,24.1,1.2,ESE,54.0,SE,SE,33.0,37.0,81.0,61.0,1018.8,1018.2,18.0,22.1,Yes,No,-37.9333296,141.2833322,Victoria,9,1,2011,0.2
Richmond,7.7,19.6,0.0,WSW,50.0,W,WSW,15.0,24.0,33.0,24.0,1014.8,1015.5,16.2,18.1,No,No,-33.5983,150.7511,New South Wales,6,8,2012,0.2
Witchcliffe,16.0,28.5,0.0,S,37.0,SE,S,19.0,22.0,58.0,46.0,1015.7,1012.6,20.4,26.1,No,No,-34.026,115.1,Western Australia,13,2,2010,0.0
Williamtown,17.8,32.3,3.6,WNW,39.0,NW,NNW,11.0,13.0,60.0,39.0,1014.9,1011.7,24.3,31.0,Yes,Yes,-32.80899676,151.8389966,New South Wales,7,11,2011,1.2
WaggaWagga,21.0,32.3,0.0,N,41.0,NE,N,20.0,24.0,50.0,37.0,1017.6,1012.9,25.6,31.1,No,No,-35.1189,147.3689,New South Wales,31,12,2009,0.0
Sale,0.9,14.8,0.0,E,17.0,WSW,E,7.0,7.0,99.0,50.0,1026.6,1022.6,5.7,14.7,No,No,-38.1,147.0667,Victoria,13,8,2012,0.2
WaggaWagga,5.3,18.5,1.6,S,24.0,SW,SSW,9.0,15.0,85.0,56.0,1020.5,1020.5,8.6,17.9,Yes,No,-35.1189,147.3689,New South Wales,19,8,2011,0.0
Nhil,7.7,22.0,0.0,SE,28.0,SSE,SSE,13.0,17.0,92.0,38.0,1024.1,1020.8,11.3,21.4,No,No,-36.3333,141.65,Victoria,15,4,2014,0.0
MelbourneAirport,14.5,26.6,0.0,S,37.0,S,WSW,7.0,19.0,78.0,39.0,1012.8,1009.3,17.0,25.9,No,No,-37.8136,144.9631,Victoria,8,3,2015,0.0
Canberra,0.1,16.4,0.0,ESE,37.0,SW,WSW,7.0,11.0,83.0,45.0,1027.3,1023.2,8.0,15.9,No,Yes,-35.2931,149.1269,Australian Capital Territory,25,8,2014,12.6
MountGinini,0.9,10.4,0.0,NW,24.0,WNW,NW,6.0,7.0,96.0,64.0,1017.4,1015.0,5.8,8.3,No,No,-35.5333,148.7833,New South Wales,20,9,2015,0.4
Nuriootpa,10.9,25.1,0.0,SE,46.0,SE,SSE,20.0,15.0,64.0,37.0,1021.1,1018.4,14.1,22.5,No,No,-34.4667,138.9833,South Australia,4,2,2015,0.0
Canberra,13.5,31.8,0.0,WSW,70.0,SSW,SW,9.0,9.0,78.0,93.0,1013.3,1014.3,20.3,18.2,No,Yes,-35.2931,149.1269,Australian Capital Territory,3,12,2014,19.6
Richmond,6.3,20.5,0.0,NW,46.0,WSW,WNW,30.0,30.0,48.0,33.0,1015.7,1012.0,15.9,19.7,No,No,-33.5983,150.7511,New South Wales,16,9,2010,0.0
